configName      Platooning
iniFile         omnetpp.ini
processID       3701
runID           Platooning-0-20191231-13:21:56-3701
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-12-31 13:21:56.395
endDateTime     2019-12-31 13:22:22.395
duration        0 hour, 0 minute, 25 second


index          timestamp      vehId          pltMode        pltId          pltDepth       pltSize        pltOptSize     pltMaxSize     


1              0.00           veh            3              veh            0              6              4              10             
1              0.00           veh.1          3              veh            1              -              -              -              
1              0.00           veh.2          3              veh            2              -              -              -              
1              0.00           veh.3          3              veh            3              -              -              -              
1              0.00           veh.4          3              veh            4              -              -              -              
1              0.00           veh.5          3              veh            5              -              -              -              

2              0.00           veh1           3              veh1           0              7              4              10             
2              0.00           veh1.1         3              veh1           1              -              -              -              
2              0.00           veh1.2         3              veh1           2              -              -              -              
2              0.00           veh1.3         3              veh1           3              -              -              -              
2              0.00           veh1.4         3              veh1           4              -              -              -              
2              0.00           veh1.5         3              veh1           5              -              -              -              
2              0.00           veh1.6         3              veh1           6              -              -              -              

3              0.30           veh            3              veh            0              4              4              10             
3              0.30           veh.1          3              veh            1              -              -              -              
3              0.30           veh.2          3              veh            2              -              -              -              
3              0.30           veh.3          3              veh            3              -              -              -              

4              0.40           veh            3              veh            0              4              4              10             
4              0.40           veh.1          3              veh            1              -              -              -              
4              0.40           veh.2          3              veh            2              -              -              -              
4              0.40           veh.3          3              veh            3              -              -              -              

5              0.40           veh.4          3              veh.4          0              2              4              10             
5              0.40           veh.5          3              veh.4          1              -              -              -              

6              0.50           veh            3              veh            0              4              4              10             
6              0.50           veh.1          3              veh            1              -              -              -              
6              0.50           veh.2          3              veh            2              -              -              -              
6              0.50           veh.3          3              veh            3              -              -              -              

7              0.50           veh.4          3              veh.4          0              2              4              10             
7              0.50           veh.5          3              veh.4          1              -              -              -              

8              0.50           veh1           3              veh1           0              4              4              10             
8              0.50           veh1.1         3              veh1           1              -              -              -              
8              0.50           veh1.2         3              veh1           2              -              -              -              
8              0.50           veh1.3         3              veh1           3              -              -              -              

9              0.60           veh            3              veh            0              4              4              10             
9              0.60           veh.1          3              veh            1              -              -              -              
9              0.60           veh.2          3              veh            2              -              -              -              
9              0.60           veh.3          3              veh            3              -              -              -              

10             0.60           veh.4          3              veh.4          0              2              4              10             
10             0.60           veh.5          3              veh.4          1              -              -              -              

11             0.60           veh1           3              veh1           0              4              4              10             
11             0.60           veh1.1         3              veh1           1              -              -              -              
11             0.60           veh1.2         3              veh1           2              -              -              -              
11             0.60           veh1.3         3              veh1           3              -              -              -              

12             0.60           veh1.4         3              veh1.4         0              3              4              10             
12             0.60           veh1.5         3              veh1.4         1              -              -              -              
12             0.60           veh1.6         3              veh1.4         2              -              -              -              

13             0.70           veh            3              veh            0              4              4              10             
13             0.70           veh.1          3              veh            1              -              -              -              
13             0.70           veh.2          3              veh            2              -              -              -              
13             0.70           veh.3          3              veh            3              -              -              -              

14             0.70           veh.4          3              veh.4          0              2              4              10             
14             0.70           veh.5          3              veh.4          1              -              -              -              

15             0.70           veh1           3              veh1           0              4              4              10             
15             0.70           veh1.1         3              veh1           1              -              -              -              
